condition,perturbed_modality,perturbation_kind,retention_probability,dataset,method,seed,implementation_tag,resolution,cell_type,abundance,abundance_class,support,cell_precision,cell_recall,cell_f1,dominant_metacell_count,purity_unweighted,purity_weighted,involved_metacell_size_median,involved_metacell_size_p95,involved_metacell_size_max,strict_recovery,majority_recovery,majority_retention_metacell_count,majority_retention,high_purity_recovery_metacell_count,high_purity_recovery
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD56dim CD16bright NK,0.206,Common,412,0.4261704681872749,0.8616504854368932,0.570281124497992,14,0.5626990433347758,0.4261704681872749,43.5,181.5,238.0,0.0169902912621359,0.8616504854368932,7,0.2692307692307692,5,0.1923076923076923
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 effector,0.06,Intermediate,120,0.0,0.0,0.0,0,,,39.0,198.1,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 memory,0.038,Intermediate,76,0.0,0.0,0.0,0,,,56.5,206.5,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 naive,0.0385,Intermediate,77,0.1555555555555555,0.2727272727272727,0.1981132075471698,1,0.1555555555555555,0.1555555555555555,100.0,212.79999999999995,238.0,0.0,0.2727272727272727,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Classical monocytes,0.1035,Common,207,0.3587786259541984,0.6811594202898551,0.47,6,0.3900782240040552,0.3587786259541984,57.0,210.7,238.0,0.0,0.6811594202898551,1,0.0714285714285714,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Erythroid ,0.005,Rare,10,0.0,0.0,0.0,0,,,74.0,225.4,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,MAIT-NKT cells,0.045,Intermediate,90,0.48,0.1333333333333333,0.208695652173913,1,0.48,0.48,74.0,208.6,238.0,0.0,0.1333333333333333,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Memory B,0.0215,Intermediate,43,0.0,0.0,0.0,0,,,100.0,221.2,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-T doublets,0.015,Intermediate,30,1.0,0.0333333333333333,0.064516129032258,1,1.0,1.0,100.0,217.0,238.0,0.0333333333333333,0.0333333333333333,1,0.0909090909090909,1,0.0909090909090909
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-monocyte doublets,0.014,Intermediate,28,0.5,0.0357142857142857,0.0666666666666666,1,0.5,0.5,86.0,219.1,238.0,0.0,0.0357142857142857,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Naive B,0.057,Intermediate,114,0.5625,0.3947368421052631,0.4639175257731959,4,0.5428118393234672,0.5625,57.0,206.5,238.0,0.0,0.3947368421052631,3,0.1875,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Neutrophils,0.0295,Intermediate,59,0.0,0.0,0.0,0,,,57.0,182.64999999999984,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Non classical monocytes,0.051,Intermediate,102,0.2666666666666666,0.0392156862745098,0.0683760683760683,1,0.2666666666666666,0.2666666666666666,86.0,206.5,238.0,0.0,0.0392156862745098,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Plasma cells,0.002,Rare,4,0.0,0.0,0.0,0,,,217.0,235.9,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelet-T cell doublets,0.002,Rare,4,0.0,0.0,0.0,0,,,107.5,132.0,135.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,86.0,194.94999999999996,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelets,0.003,Rare,6,0.0,0.0,0.0,0,,,43.0,102.4,111.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,100.0,131.2,138.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Regulatory T cells,0.0075,Rare,15,0.0,0.0,0.0,0,,,115.0,221.2,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,T-NK-B cell doublets,0.0265,Intermediate,53,0.0,0.0,0.0,0,,,46.0,200.1999999999999,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,107.5,201.94999999999996,238.0,0.0,0.0,0,0.0,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,gdT cells,0.04,Intermediate,80,0.6666666666666666,0.025,0.0481927710843373,1,0.6666666666666666,0.6666666666666666,43.0,200.1999999999999,238.0,0.0,0.025,1,0.0526315789473684,0,0.0
RNA_cell_permutation,RNA,cell_permutation,,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,plasmacytoid DC,0.0055,Rare,11,0.0,0.0,0.0,0,,,115.0,221.2,238.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,1.0,0.0666666666666666,0.125,1,1.0,1.0,23.0,341.3499999999998,519.0,0.0666666666666666,0.0666666666666666,1,0.0833333333333333,1,0.0833333333333333
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 memory,0.0865,Intermediate,173,0.4136363636363636,0.5260115606936416,0.4631043256997456,12,0.4603926166426166,0.4136363636363636,18.5,276.25,519.0,0.0,0.5260115606936416,3,0.1153846153846153,1,0.0384615384615384
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 naive I,0.0735,Intermediate,147,0.3029197080291971,0.564625850340136,0.3942992874109264,7,0.4889337002656014,0.3029197080291971,18.0,228.29999999999933,519.0,0.0068027210884353,0.564625850340136,3,0.1578947368421052,1,0.0526315789473684
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,12.0,153.9999999999999,196.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD56bright CD16dim NK,0.0185,Intermediate,37,0.2,0.027027027027027,0.0476190476190476,1,0.2,0.2,33.0,374.7999999999998,519.0,0.0,0.027027027027027,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD56dim CD16bright NK,0.206,Common,412,0.5703703703703704,0.9344660194174758,0.7083716651333947,4,0.6024230473936054,0.5703703703703704,19.0,313.0,519.0,0.0,0.9344660194174758,4,0.3636363636363636,1,0.0909090909090909
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 effector,0.06,Intermediate,120,0.359375,0.1916666666666666,0.25,1,0.359375,0.359375,37.5,373.6499999999997,519.0,0.0,0.1916666666666666,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 memory,0.038,Intermediate,76,0.0,0.0,0.0,0,,,23.0,309.0499999999999,519.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 naive,0.0385,Intermediate,77,0.0,0.0,0.0,0,,,26.0,325.19999999999953,519.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Classical monocytes,0.1035,Common,207,0.5346534653465347,0.782608695652174,0.6352941176470589,1,0.5346534653465347,0.5346534653465347,226.0,295.3,303.0,0.0,0.782608695652174,1,0.5,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Erythroid ,0.005,Rare,10,0.8333333333333334,1.0,0.9090909090909092,1,0.8333333333333334,0.8333333333333334,12.0,12.0,12.0,0.0,1.0,1,1.0,1,1.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,MAIT-NKT cells,0.045,Intermediate,90,0.359375,0.2555555555555555,0.2987012987012987,4,0.518002606712284,0.359375,18.0,260.5999999999998,519.0,0.0222222222222222,0.2555555555555555,1,0.0588235294117647,1,0.0588235294117647
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Memory B,0.0215,Intermediate,43,0.0,0.0,0.0,0,,,88.0,150.7,151.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-T doublets,0.015,Intermediate,30,0.0,0.0,0.0,0,,,54.0,405.9499999999998,519.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-monocyte doublets,0.014,Intermediate,28,1.0,0.1071428571428571,0.1935483870967741,1,1.0,1.0,83.5,279.8999999999999,303.0,0.1071428571428571,0.1071428571428571,1,0.25,1,0.25
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Naive B,0.057,Intermediate,114,0.695364238410596,0.9210526315789472,0.7924528301886793,1,0.695364238410596,0.695364238410596,88.0,150.7,151.0,0.0,0.9210526315789472,1,0.25,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Neutrophils,0.0295,Intermediate,59,0.0,0.0,0.0,0,,,226.0,295.3,303.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Non classical monocytes,0.051,Intermediate,102,0.3473053892215569,0.5686274509803921,0.4312267657992564,2,0.390007457121551,0.3473053892215569,107.0,272.2,303.0,0.0,0.5686274509803921,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Plasma cells,0.002,Rare,4,0.0,0.0,0.0,0,,,11.0,135.2,149.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelet-T cell doublets,0.002,Rare,4,0.0,0.0,0.0,0,,,31.0,470.19999999999993,519.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,226.0,295.3,303.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelets,0.003,Rare,6,0.0,0.0,0.0,0,,,85.5,279.8999999999999,303.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,313.0,498.4,519.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Regulatory T cells,0.0075,Rare,15,0.0,0.0,0.0,0,,,24.0,405.9499999999998,519.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,T-NK-B cell doublets,0.0265,Intermediate,53,0.6666666666666666,0.3396226415094339,0.4499999999999999,1,0.6666666666666666,0.6666666666666666,128.0,427.0,519.0,0.0,0.3396226415094339,1,0.1666666666666666,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,149.0,287.6,303.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,gdT cells,0.04,Intermediate,80,0.5,0.0375,0.0697674418604651,1,0.5,0.5,24.0,325.19999999999953,519.0,0.0,0.0375,0,0.0,0,0.0
RNA_thin_0.25,RNA,binomial_thinning,0.25,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,plasmacytoid DC,0.0055,Rare,11,0.3571428571428571,0.9090909090909092,0.5128205128205129,2,0.409090909090909,0.3571428571428571,22.0,274.9,303.0,0.0,0.9090909090909092,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,34.0,172.99999999999997,201.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 memory,0.0865,Intermediate,173,0.3271604938271605,0.6127167630057804,0.4265593561368209,10,0.409618053689894,0.3271604938271605,13.0,137.99999999999986,201.0,0.0,0.6127167630057804,2,0.1052631578947368,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 naive I,0.0735,Intermediate,147,0.4391534391534391,0.564625850340136,0.494047619047619,6,0.4987624334952579,0.4391534391534391,12.0,203.25,210.0,0.0,0.564625850340136,2,0.125,1,0.0625
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,24.0,169.49999999999991,201.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD56bright CD16dim NK,0.0185,Intermediate,37,0.0,0.0,0.0,0,,,119.5,486.5999999999999,537.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD56dim CD16bright NK,0.206,Common,412,0.6811352253756261,0.9902912621359224,0.8071216617210684,4,0.574569639331602,0.6811352253756261,23.0,392.3999999999997,537.0,0.0,0.9902912621359224,3,0.4285714285714285,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 effector,0.06,Intermediate,120,0.2476190476190476,0.2166666666666666,0.2311111111111111,5,0.2491083916083916,0.2476190476190476,18.0,234.59999999999928,537.0,0.0,0.2166666666666666,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 memory,0.038,Intermediate,76,0.0,0.0,0.0,0,,,13.0,201.0,537.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 naive,0.0385,Intermediate,77,0.6111111111111112,0.1428571428571428,0.231578947368421,3,0.7051282051282052,0.6111111111111112,13.0,144.99999999999994,201.0,0.0129870129870129,0.1428571428571428,2,0.1176470588235294,1,0.0588235294117647
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Classical monocytes,0.1035,Common,207,0.5073529411764706,1.0,0.673170731707317,1,0.5073529411764706,0.5073529411764706,408.0,408.0,408.0,0.0,1.0,1,1.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Erythroid ,0.005,Rare,10,0.8888888888888888,0.8,0.8421052631578948,1,0.8888888888888888,0.8888888888888888,9.5,9.95,10.0,0.0,0.8,1,0.5,1,0.5
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,MAIT-NKT cells,0.045,Intermediate,90,0.4166666666666667,0.2777777777777778,0.3333333333333333,3,0.47323436797121,0.4166666666666667,16.0,301.7999999999996,537.0,0.0,0.2777777777777778,1,0.0666666666666666,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Memory B,0.0215,Intermediate,43,0.0,0.0,0.0,0,,,210.0,210.0,210.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-T doublets,0.015,Intermediate,30,0.0,0.0,0.0,0,,,32.0,419.3999999999998,537.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-monocyte doublets,0.014,Intermediate,28,0.0,0.0,0.0,0,,,32.0,511.2,537.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Naive B,0.057,Intermediate,114,0.5428571428571428,1.0,0.7037037037037037,1,0.5428571428571428,0.5428571428571428,210.0,210.0,210.0,0.0,1.0,1,1.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Neutrophils,0.0295,Intermediate,59,0.0,0.0,0.0,0,,,408.0,408.0,408.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Non classical monocytes,0.051,Intermediate,102,0.6875,0.2156862745098039,0.3283582089552239,1,0.6875,0.6875,32.0,498.2999999999999,537.0,0.0,0.2156862745098039,1,0.1428571428571428,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Plasma cells,0.002,Rare,4,0.0,0.0,0.0,0,,,210.0,210.0,210.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelet-T cell doublets,0.002,Rare,4,0.0,0.0,0.0,0,,,277.5,511.05,537.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelet-bound monocytes,0.0155,Intermediate,31,0.0,0.0,0.0,0,,,213.0,388.5,408.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Platelets,0.003,Rare,6,0.2777777777777778,0.8333333333333334,0.4166666666666667,1,0.2777777777777778,0.2777777777777778,213.0,388.5,408.0,0.0,0.8333333333333334,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Proliferating T and NK cell,0.0025,Rare,5,0.0,0.0,0.0,0,,,281.5,511.45,537.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Regulatory T cells,0.0075,Rare,15,0.0,0.0,0.0,0,,,32.0,179.99999999999994,201.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,T-NK-B cell doublets,0.0265,Intermediate,53,0.0,0.0,0.0,0,,,32.0,348.59999999999985,408.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,conventional DC,0.0075,Rare,15,0.0,0.0,0.0,0,,,213.0,388.5,408.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,gdT cells,0.04,Intermediate,80,0.3928571428571428,0.1375,0.2037037037037037,2,0.4166666666666666,0.3928571428571428,23.0,308.0999999999997,537.0,0.0,0.1375,0,0.0,0,0.0
RNA_thin_0.5,RNA,binomial_thinning,0.5,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,plasmacytoid DC,0.0055,Rare,11,0.0,0.0,0.0,0,,,210.0,388.2,408.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 and CD8 activated memory,0.0075,Rare,15,0.0,0.0,0.0,0,,,54.0,152.59999999999997,175.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 memory,0.0865,Intermediate,173,0.4820143884892086,0.7745664739884393,0.5942350332594234,7,0.5378363426692895,0.4820143884892086,45.0,111.4,112.0,0.0057803468208092,0.7745664739884393,3,0.2307692307692307,1,0.0769230769230769
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 naive I,0.0735,Intermediate,147,0.5662650602409639,0.6394557823129252,0.6006389776357827,3,0.6763814016172507,0.5662650602409639,53.0,101.6,112.0,0.0068027210884353,0.6394557823129252,2,0.2222222222222222,1,0.1111111111111111
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD4 naive II,0.018,Intermediate,36,0.0,0.0,0.0,0,,,53.0,102.9,112.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD56bright CD16dim NK,0.0185,Intermediate,37,0.3333333333333333,0.054054054054054,0.0930232558139534,1,0.3333333333333333,0.3333333333333333,20.0,203.8,223.0,0.0,0.054054054054054,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD56dim CD16bright NK,0.206,Common,412,0.8391304347826087,0.9368932038834952,0.8853211009174312,6,0.758246630087528,0.8391304347826087,13.0,199.0,223.0,0.0,0.9368932038834952,5,0.4545454545454545,4,0.3636363636363636
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 effector,0.06,Intermediate,120,0.375,0.725,0.4943181818181817,5,0.4898796992481203,0.375,19.0,189.39999999999995,223.0,0.0,0.725,2,0.1333333333333333,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 memory,0.038,Intermediate,76,0.5714285714285714,0.0526315789473684,0.0963855421686747,2,0.5833333333333333,0.5714285714285714,44.0,133.39999999999998,175.0,0.0,0.0526315789473684,1,0.0714285714285714,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,CD8 naive,0.0385,Intermediate,77,0.3090909090909091,0.2207792207792207,0.2575757575757575,1,0.3090909090909091,0.3090909090909091,53.0,102.9,112.0,0.0,0.2207792207792207,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Classical monocytes,0.1035,Common,207,0.4836448598130841,1.0,0.6519685039370079,3,0.4788312307625612,0.4836448598130841,165.0,226.2,233.0,0.0,1.0,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Erythroid ,0.005,Rare,10,1.0,1.0,1.0,1,1.0,1.0,10.0,10.0,10.0,1.0,1.0,1,1.0,1,1.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,MAIT-NKT cells,0.045,Intermediate,90,0.6306306306306306,0.7777777777777778,0.6965174129353233,1,0.6306306306306306,0.6306306306306306,49.0,152.59999999999997,175.0,0.0,0.7777777777777778,1,0.125,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Memory B,0.0215,Intermediate,43,0.0,0.0,0.0,0,,,81.5,115.25,119.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-T doublets,0.015,Intermediate,30,0.0,0.0,0.0,0,,,82.0,206.2,223.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,NK-monocyte doublets,0.014,Intermediate,28,0.5555555555555556,0.1785714285714285,0.2702702702702703,1,0.5555555555555556,0.5555555555555556,30.0,219.4,233.0,0.0,0.1785714285714285,1,0.2,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Naive B,0.057,Intermediate,114,0.518348623853211,0.9912280701754386,0.680722891566265,4,0.6201585179526355,0.518348623853211,44.0,105.2,119.0,0.0,0.9912280701754386,2,0.4,2,0.4
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Neutrophils,0.0295,Intermediate,59,0.0,0.0,0.0,0,,,165.0,226.2,233.0,0.0,0.0,0,0.0,0,0.0
RNA_thin_0.75,RNA,binomial_thinning,0.75,D5,GARQ,0,diagnostic_variant_modality_noise,0.02,Non classical monocytes,0.051,Intermediate,102,0.0,0.0,0.0,0,,,36.5,216.0,233.0,0.0,0.0,0,0.0,0,0.0
